density,pop,county,state
23.661385458,11933,Chickasaw,Iowa
21.789724194,9395,Clarke,Iowa
17.92156117,9000,Davis,Iowa
45.353724812,17258,Dickinson,Iowa
15.897745198,6860,Ida,Iowa
246.56142631,151140,Johnson,Iowa
17.690496463,10246,Keokuk,Iowa
17.769668271,7707,Monroe,Iowa
23.375501733,16854,Tama,Iowa
80.97727352,34969,Wapello,Iowa
45.389191751,34855,Sioux,Iowa
17.303228857,10070,Franklin,Iowa
16.965983886,9668,Calhoun,Iowa
35.412167908,20165,Carroll,Iowa
32.145354397,18627,Cedar,Iowa
74.696474422,42450,Cerro Gordo,Iowa
31.24645399,15642,Floyd,Iowa
15.603445723,8888,Greene,Iowa
29.590225761,16846,Hardin,Iowa
27.46584375,11035,Louisa,Iowa
19.971974117,8600,Lucas,Iowa
20.003394347,11755,Lyon,Iowa
25.853388122,10354,Winnebago,Iowa
15.759124018,8886,Palo Alto,Iowa
19.387960371,11454,Shelby,Iowa
24.987359546,12426,Appanoose,Iowa
45.946536575,19954,Henry,Iowa
27.59631515,16184,Iowa,Iowa
50.909554584,37185,Jasper,Iowa
28.240359593,15107,Page,Iowa
28.979356885,19991,Winneshiek,Iowa
31.634899565,18504,Poweshiek,Iowa
98.058840781,93206,Pottawattamie,Iowa
68.766444364,39369,Marshall,Iowa
22.542176089,17549,Clayton,Iowa
45.89908405,26234,Boone,Iowa
57.550411298,25062,Bremer,Iowa
34.12772577,19620,Buena Vista,Iowa
19.351436002,9158,Howard,Iowa
23.259009204,9208,Emmet,Iowa
18.09792974,10689,Guthrie,Iowa
18.616312523,10630,Hancock,Iowa
22.004248277,9558,Humboldt,Iowa
29.122675181,16338,Madison,Iowa
59.970497482,33253,Marion,Iowa
38.615577756,21965,Washington,Iowa
21.643119997,12562,Wright,Iowa
22.748443331,12836,Cass,Iowa
19.474556508,11235,Cherokee,Iowa
23.551164344,16820,Crawford,Iowa
93.641698544,38967,Des Moines,Iowa
26.887237429,19650,Fayette,Iowa
20.160928433,14049,Harrison,Iowa
15.228258331,14813,Kossuth,Iowa
34.540247291,15109,Mills,Iowa
12.412258759,8615,Monona,Iowa
97.529987564,42664,Muscatine,Iowa
14.94406449,5958,Osceola,Iowa
856.60533826,490161,Polk,Iowa
50.165658876,35904,Webster,Iowa
169.62374182,97117,Story,Iowa
118.12055755,103107,Woodbury,Iowa
231.94683615,131228,Black Hawk,Iowa
24.373585812,12232,Grundy,Iowa
30.562376885,19439,Jackson,Iowa
35.928316003,20681,Jones,Iowa
65.031385435,33657,Lee,Iowa
22.565025864,10586,Mitchell,Iowa
23.383809178,9917,Montgomery,Iowa
90.316926025,51466,Warren,Iowa
16.905438797,9721,Sac,Iowa
38.704844554,22095,Mahaska,Iowa
29.179614225,25177,Plymouth,Iowa
37.078870166,21175,Buchanan,Iowa
28.235064712,16016,Clay,Iowa
66.812594993,46429,Clinton,Iowa
14.79652284,7870,Decatur,Iowa
29.447001038,17011,Delaware,Iowa
42.006949047,18295,Jefferson,Iowa
12.257122236,6441,Wayne,Iowa
21.417938912,13687,Allamakee,Iowa
316.15240015,226706,Linn,Iowa
377.53372127,172943,Scott,Iowa
158.84728471,93453,Dallas,Iowa
24.000272691,13753,O'Brien,Iowa
5.6028797971,5917,Sherman,Kansas
2.9484739467,2006,Stanton,Kansas
7.236529009,7777,Thomas,Kansas
4.1233733037,4033,Meade,Kansas
49.455110534,31829,Montgomery,Kansas
8.0823455421,5620,Morris,Kansas
12.467373808,9164,Pratt,Kansas
2.3657762688,2530,Rawlins,Kansas
5.5248185644,4920,Rooks,Kansas
13.556579662,7858,Anderson,Kansas
2.0458881424,1994,Clark,Kansas
8.5274061885,6102,Ellsworth,Kansas
82.331789641,31670,Geary,Kansas
6.7841951533,5436,Harper,Kansas
30.610846984,33619,Ford,Kansas
7.7358785344,6856,Russell,Kansas
39.168791559,33195,Lyon,Kansas
10.783461385,9707,Marshall,Kansas
8.5036672211,6414,Pawnee,Kansas
24.723295032,12369,Allen,Kansas
2.6051838393,2657,Cheyenne,Kansas
2.1565461765,1700,Comanche,Kansas
31.008988735,34908,Cowley,Kansas
3.9269599516,2530,Elk,Kansas
2.4597217138,2636,Gove,Kansas
44.67516335,25544,Franklin,Kansas
63.786246623,34429,Harvey,Kansas
2.08606574,1794,Hodgeman,Kansas
3.1638376308,2879,Jewell,Kansas
4.4087411492,3838,Kearny,Kansas
13.132139639,9537,Rice,Kansas
5.2471696792,4156,Stafford,Kansas
31.773879389,28542,McPherson,Kansas
22.606454106,15949,Osage,Kansas
1.5827249843,1232,Greeley,Kansas
13.047055805,8179,Coffey,Kansas
65.818822002,38818,Crawford,Kansas
31.728644056,28553,Ellis,Kansas
5.2322042105,5982,Greenwood,Kansas
30.396972182,19618,Labette,Kansas
16.332789212,9703,Linn,Kansas
517.63208961,516042,Sedgwick,Kansas
33.49941877,21428,Seward,Kansas
6.4624296629,4636,Republic,Kansas
2.7622990886,2482,Graham,Kansas
1271.9107791,602401,Johnson,Kansas
268.25026837,122259,Douglas,Kansas
2.8137505904,2521,Sheridan,Kansas
59.451750032,34237,Miami,Kansas
6.8917304517,5988,Gray,Kansas
1.6614637036,1518,Wallace,Kansas
3.4253773615,2648,Chase,Kansas
7.5420100117,5485,Stevens,Kansas
4.0012762274,3583,Smith,Kansas
12.438934873,7150,Grant,Kansas
20.071031386,13171,Jackson,Kansas
8.2833469159,7152,Kingman,Kansas
2.6039305654,2794,Logan,Kansas
14.260679611,10231,Nemaha,Kansas
29.001823024,24383,Pottawatomie,Kansas
1090.9501807,165429,Wyandotte,Kansas
33.934863448,19939,Cherokee,Kansas
46.801852652,66911,Butler,Kansas
12.400463388,8002,Clay,Kansas
4.1173435412,2962,Lincoln,Kansas
75.285807566,54224,Saline,Kansas
19.325438109,22836,Sumner,Kansas
3.1513001561,2803,Trego,Kansas
8.7255260632,6931,Wabaunsee,Kansas
14.945079645,8525,Wilson,Kansas
6.3035002498,3138,Woodson,Kansas
8.5196180086,5979,Mitchell,Kansas
2.5587597488,2750,Ness,Kansas
3.8329858362,3421,Osborne,Kansas
37.277258299,16073,Atchison,Kansas
22.871229908,14534,Bourbon,Kansas
28.008502744,36467,Finney,Kansas
2.5478828777,2539,Hamilton,Kansas
3.4249439775,2475,Kiowa,Kansas
176.42879682,81758,Leavenworth,Kansas
325.12414668,176875,Shawnee,Kansas
6.0418406191,5406,Washington,Kansas
2.9489274448,2119,Wichita,Kansas
5.0870192967,3250,Chautauqua,Kansas
3.5451436656,2587,Morton,Kansas
6.1056184825,5361,Norton,Kansas
49.38868617,61998,Reno,Kansas
28.795076766,25779,Barton,Kansas
12.282240647,8786,Cloud,Kansas
19.314884583,7600,Doniphan,Kansas
4.4991555354,2798,Edwards,Kansas
6.8707451355,3968,Haskell,Kansas
2.1396447458,1535,Lane,Kansas
4.2298084507,3036,Rush,Kansas
6.7211539001,4823,Scott,Kansas
12.584998727,11884,Marion,Kansas
28.009665904,16007,Neosho,Kansas
16.753335346,9564,Brown,Kansas
7.914193336,5704,Ottawa,Kansas
5.908308454,5234,Phillips,Kansas
121.75160919,74232,Riley,Kansas
3.9036217019,4427,Barber,Kansas
3.1639003539,2827,Decatur,Kansas
21.799919935,18466,Dickinson,Kansas
35.7567766,19043,Jefferson,Kansas
76.77575191,17666,Garrard,Kentucky
101.89212911,35098,Greenup,Kentucky
41.833900245,14581,Fleming,Kentucky
618.36956916,93584,Campbell,Kentucky
65.439137344,26797,Carter,Kentucky
32.080245893,7517,Elliott,Kentucky
97.175275666,25069,Grant,Kentucky
2014.0227305,766757,Jefferson,Kentucky
55.048119317,14398,Larue,Kentucky
49.078923673,27102,Logan,Kentucky
71.087570437,17070,Mason,Kentucky
88.062645826,21933,Mercer,Kentucky
52.641407859,14590,Pendleton,Kentucky
21.096602533,2108,Robertson,Kentucky
70.648526683,17923,Russell,Kentucky
103.63457527,19351,Spencer,Kentucky
40.727730409,12095,Washington,Kentucky
44.835455746,12500,Bath,Kentucky
31.952183635,7888,Ballard,Kentucky
90.751511828,44249,Barren,Kentucky
166.6759846,30060,Boyle,Kentucky
38.248687962,10941,Green,Kentucky
46.474390558,8722,Hancock,Kentucky
55.83572673,26010,Harlan,Kentucky
48.754813589,11195,Martin,Kentucky
177.98942936,110958,Hardin,Kentucky
73.755428529,24549,Lincoln,Kentucky
36.459517574,9207,McLean,Kentucky
32.328524401,10650,Monroe,Kentucky
40.855834367,23994,Ohio,Kentucky
69.051991481,12359,Powell,Kentucky
41.944729182,14381,Union,Kentucky
38.970322035,12942,Webster,Kentucky
36.970326972,12747,Caldwell,Kentucky
101.29328541,39001,Calloway,Kentucky
36.374604486,16159,Casey,Kentucky
98.202174987,70461,Christian,Kentucky
221.45056716,101511,Daviess,Kentucky
52.861607943,26427,Grayson,Kentucky
103.57571385,45210,Henderson,Kentucky
56.326539483,16126,Henry,Kentucky
82.436479048,44686,Hopkins,Kentucky
38.612937494,13329,Jackson,Kentucky
140.12591263,60813,Laurel,Kentucky
102.91018444,31100,Marshall,Kentucky
93.542822201,28572,Meade,Kentucky
142.67582816,28157,Montgomery,Kentucky
37.246091312,7269,Nicholas,Kentucky
356.7531293,66799,Oldham,Kentucky
31.047434231,10901,Owen,Kentucky
52.74092318,16695,Rockcastle,Kentucky
202.30864343,57004,Scott,Kentucky
245.32233319,132896,Warren,Kentucky
61.900867646,21315,Allen,Kentucky
68.294236446,19788,Bourbon,Kentucky
292.23002666,46718,Boyd,Kentucky
274.97464615,81676,Bullitt,Kentucky
24.463610457,8806,Crittenden,Kentucky
1139.3160414,323152,Fayette,Kentucky
28.985406862,5969,Fulton,Kentucky
84.698486295,22188,Johnson,Kentucky
42.120167308,14806,Knott,Kentucky
31.873634579,6489,Menifee,Kentucky
34.920123,13309,Morgan,Kentucky
65.521513397,30622,Muhlenberg,Kentucky
75.825729411,25758,Perry,Kentucky
98.690719695,64979,Pulaski,Kentucky
32.213986273,7157,Wolfe,Kentucky
42.406022304,19901,Clay,Kentucky
47.37865372,19202,Adair,Kentucky
72.500062436,26032,Bell,Kentucky
25.649019893,12630,Breathitt,Kentucky
21.671344299,6614,Cumberland,Kentucky
67.540731704,37266,Graves,Kentucky
46.138540653,19035,Hart,Kentucky
35.444976907,7403,Lee,Kentucky
30.225899168,12879,Butler,Kentucky
55.859628715,8471,Trimble,Kentucky
40.114242823,12150,Edmonson,Kentucky
61.635932237,18886,Harrison,Kentucky
18.078669234,4380,Hickman,Kentucky
40.958662161,8303,Bracken,Kentucky
38.392804494,8210,Lyon,Kentucky
110.73296762,46233,Nelson,Kentucky
44.377379779,20333,Wayne,Kentucky
27.493606166,13275,Lewis,Kentucky
56.183317457,19273,Marion,Kentucky
33.180015672,14651,Trigg,Kentucky
140.62281054,26734,Woodford,Kentucky
542.38531809,133581,Boone,Kentucky
24.639918954,9877,Leslie,Kentucky
314.32036792,54115,Jessamine,Kentucky
80.622996485,31145,Knox,Kentucky
36.85553218,15317,Lawrence,Kentucky
63.779411427,21553,Letcher,Kentucky
29.361760703,9194,Livingston,Kentucky
263.01498592,65418,McCracken,Kentucky
73.565241763,57876,Pike,Kentucky
129.08719229,49024,Shelby,Kentucky
82.826507636,36264,Whitley,Kentucky
112.51640885,22747,Anderson,Kentucky
35.93680081,20477,Breckinridge,Kentucky
90.492274834,35589,Floyd,Kentucky
245.33658255,50991,Franklin,Kentucky
1041.8475561,166998,Kenton,Kentucky
40.372181305,17231,McCreary,Kentucky
212.61316277,92987,Madison,Kentucky
39.426904824,12161,Magoffin,Kentucky
34.77065823,10071,Metcalfe,Kentucky
22.36465182,4415,Owsley,Kentucky
87.407174054,24460,Rowan,Kentucky
79.297915882,18572,Simpson,Kentucky
96.741848124,25769,Taylor,Kentucky
143.62305774,36263,Clark,Kentucky
32.827507186,12294,Todd,Kentucky
25.126690865,4760,Carlisle,Kentucky
82.686200199,10631,Carroll,Kentucky
51.802218299,10218,Clinton,Kentucky
55.734273251,14106,Estill,Kentucky
90.186591437,8869,Gallatin,Kentucky
36.208352152,20122,Richland,Louisiana
72.476146902,53431,St. Martin,Louisiana
35.71682519,47429,Vernon,Louisiana
14.634460857,13904,Winn,Louisiana
966.32950896,440059,East Baton Rouge,Louisiana
27.558702689,23884,Sabine,Louisiana
33.639535385,25627,Allen,Louisiana
17.538307858,10951,Madison,Louisiana
48.157393219,31368,Jefferson Davis,Louisiana
86.871546668,21096,St. James,Louisiana
34.818184216,22389,Grant,Louisiana
38.599771755,15568,West Feliciana,Louisiana
1462.6262651,432493,Jefferson,Louisiana
32.398662514,37497,Beauregard,Louisiana
16.321107385,13241,Bienville,Louisiana
151.18027749,127039,Bossier,Louisiana
5.4270110836,6973,Cameron,Louisiana
42.203110874,19135,East Feliciana,Louisiana
199.87405514,42837,St. John the Baptist,Louisiana
29.728545536,23197,Plaquemines,Louisiana
251.1116736,153279,Ouachita,Louisiana
98.192567737,129648,Rapides,Louisiana
68.987873431,46194,Washington,Louisiana
88.887185914,82124,St. Landry,Louisiana
170.29739933,134758,Tangipahoa,Louisiana
94.700707541,62045,Acadia,Louisiana
88.821794421,49348,St. Mary,Louisiana
30.112950416,10830,West Carroll,Louisiana
308.11584066,260419,St. Tammany,Louisiana
25.210420188,22108,Union,Louisiana
18.731242309,9918,Caldwell,Louisiana
273.24871047,240204,Caddo,Louisiana
16.308225429,6861,East Carroll,Louisiana
436.47087276,126604,Ascension,Louisiana
909.31982202,244390,Lafayette,Louisiana
50.416623482,33395,Evangeline,Louisiana
121.63527746,69830,Iberia,Louisiana
99.0838206,46742,Lincoln,Louisiana
125.14573935,47244,St. Bernard,Louisiana
24.808505345,10132,St. Helena,Louisiana
64.634343586,38340,Webster,Louisiana
137.55753053,26465,West Baton Rouge,Louisiana
31.335221614,27463,De Soto,Louisiana
52.553244991,32511,Iberville,Louisiana
21.696681573,8442,Red River,Louisiana
217.20879605,140789,Livingston,Louisiana
31.290791313,24874,Morehouse,Louisiana
30.470948387,38158,Natchitoches,Louisiana
2302.6374138,390144,Orleans,Louisiana
89.818254816,110461,Terrebonne,Louisiana
13.409082383,9494,Catahoula,Louisiana
191.17170445,203436,Calcasieu,Louisiana
20.758316811,15670,Claiborne,Louisiana
32.04486506,20015,Franklin,Louisiana
48.247980919,40144,Avoyelles,Louisiana
64.647079959,21891,Assumption,Louisiana
27.660580746,15744,Jackson,Louisiana
38.99722052,21730,Pointe Coupee,Louisiana
50.724849878,59511,Vermilion,Louisiana
191.17851703,53100,St. Charles,Louisiana
91.368110492,97614,Lafourche,Louisiana
27.632032472,19259,Concordia,Louisiana
7.1899664276,4334,Tensas,Louisiana
23.839232775,14892,LaSalle,Louisiana
27.913480483,57975,Oxford,Maine
75.973982205,34634,Lincoln,Maine
54.406293707,39715,Waldo,Maine
44.786332683,152148,Penobscot,Maine
4.2375349874,16785,Piscataquis,Maine
231.38475747,108277,Androscoggin,Maine
10.051576727,67055,Aroostook,Maine
12.244379978,31379,Washington,Maine
352.89761995,295003,Cumberland,Maine
108.92385888,39772,Knox,Maine
141.18140766,35856,Sagadahoc,Maine
209.51068713,207641,York,Maine
140.98712851,122302,Kennebec,Maine
17.795475907,30199,Franklin,Maine
12.864516179,50484,Somerset,Maine
34.645644241,54987,Hancock,Maine
111.60503213,52276,Worcester,Maryland
7331.86199,593490,Baltimore,Maryland
80.112913384,25616,Somerset,Maryland
138.44689006,37181,Talbot,Maryland
584.36625333,255441,Harford,Maryland
166.78822935,70416,Allegany,Maryland
1297.8389407,325690,Howard,Maryland
1884.0230157,909327,Prince George's,Maryland
1396.3829343,579234,Anne Arundel,Maryland
1382.729562,827370,Baltimore,Maryland
392.93959344,259547,Frederick,Maryland
434.00050012,92525,Calvert,Maryland
44.700376478,29014,Garrett,Maryland
70.106751946,19422,Kent,Maryland
2130.9408448,1050688,Montgomery,Maryland
376.30966539,168447,Carroll,Maryland
135.54566935,50381,Queen Anne's,Maryland
316.45080426,113510,St. Mary's,Maryland
356.61443653,163257,Charles,Maryland
59.044178964,31929,Dorchester,Maryland
329.96899188,151049,Washington,Maryland
276.71828694,103609,Wicomico,Maryland
297.01220814,102855,Cecil,Maryland
104.57619239,33406,Caroline,Maryland
13801.32086,803907,Suffolk,Massachusetts
540.28526702,212990,Barnstable,Massachusetts
167.93707063,17332,Dukes,Massachusetts
1970.6497636,1611699,Middlesex,Massachusetts
134.8010402,124944,Berkshire,Massachusetts
1021.8915565,565217,Bristol,Massachusetts
755.86978552,466372,Hampden,Massachusetts
791.40182088,521202,Plymouth,Massachusetts
1602.0491904,789034,Essex,Massachusetts
100.37204203,70180,Franklin,Massachusetts
1784.3023037,706775,Norfolk,Massachusetts
549.84556659,830622,Worcester,Massachusetts
305.04380266,160830,Hampshire,Massachusetts
246.91891744,11399,Nantucket,Massachusetts
23.964595127,37349,Chippewa,Michigan
273.96005418,150500,Monroe,Michigan
143.08457611,118081,Allegan,Michigan
1450.2364112,1257584,Oakland,Michigan
76.243131424,45605,Hillsdale,Michigan
9.9537353438,9108,Alger,Michigan
344.43604061,173566,Muskegon,Michigan
49.186194688,26467,Oceana,Michigan
62.675826362,21761,Leelanau,Michigan
135.40872699,87607,Lapeer,Michigan
54.840333774,30950,Clare,Michigan
42.770877467,41170,Sanilac,Michigan
3.9177069113,2116,Keweenaw,Michigan
122.00482816,69872,Isabella,Michigan
4.363156261,5720,Ontonagon,Michigan
517.87771245,291830,Ottawa,Michigan
64.924742237,52245,Tuscola,Michigan
15.422689479,10405,Alcona,Michigan
49.670674998,28405,Alpena,Michigan
113.24134529,64697,Ionia,Michigan
32.225470771,18038,Kalkaska,Michigan
161.06787449,83156,Midland,Michigan
270.17675623,153401,Berrien,Michigan
37.261542518,20997,Ogemaw,Michigan
14.568469737,8241,Oscoda,Michigan
59.531806221,33631,Wexford,Michigan
25.213726526,14029,Crawford,Michigan
140.52327145,79595,Clinton,Michigan
33.167855677,25239,Dickinson,Michigan
71.626301081,40711,Gratiot,Michigan
37.057663334,30981,Huron,Michigan
525.85045211,292406,Ingham,Michigan
131.33472315,98451,Lenawee,Michigan
58.880195562,29144,Mason,Michigan
21.819069668,22780,Menominee,Michigan
90.579015271,63888,Montcalm,Michigan
26.767574969,15118,Missaukee,Michigan
121.78295348,60964,St. Joseph,Michigan
220.60178088,159128,St. Clair,Michigan
124.50408739,75677,Van Buren,Michigan
520.70814112,367601,Washtenaw,Michigan
40.979861816,14883,Arenac,Michigan
111.28294415,61550,Barry,Michigan
105.66504405,51787,Cass,Michigan
9.490587191,11066,Iron,Michigan
55.571165291,17766,Benzie,Michigan
46.199560286,24019,Roscommon,Michigan
6.906872066,8094,Schoolcraft,Michigan
2859.4342735,1749343,Wayne,Michigan
85.931712323,43517,Branch,Michigan
200.47545154,93088,Grand Traverse,Michigan
225.83595663,158510,Jackson,Michigan
10.567935077,10799,Mackinac,Michigan
637.13419012,405813,Genesee,Michigan
49.033075604,23324,Antrim,Michigan
35.362183822,35684,Houghton,Michigan
339.66252777,191995,Livingston,Michigan
45.759969596,25127,Iosco,Michigan
20.882984645,11853,Lake,Michigan
45.282773084,24558,Manistee,Michigan
17.063162454,9328,Montmorency,Michigan
19.115942156,12592,Presque Isle,Michigan
50.716810984,25449,Gladwin,Michigan
471.66376213,265066,Kalamazoo,Michigan
78.275742221,43453,Mecosta,Michigan
36.869719957,66699,Marquette,Michigan
58.386910952,48980,Newaygo,Michigan
41.427818302,23460,Osceola,Michigan
47.898433306,24668,Otsego,Michigan
189.95680754,134159,Calhoun,Michigan
35.337490386,25276,Cheboygan,Michigan
6.9282314995,6229,Luce,Michigan
773.91239313,656955,Kent,Michigan
1823.920056,873972,Macomb,Michigan
237.96434236,190539,Saginaw,Michigan
128.29983954,68122,Shiawassee,Michigan
9.1370837718,8209,Baraga,Michigan
233.18956032,103126,Bay,Michigan
62.793990963,26143,Charlevoix,Michigan
191.70294512,110268,Eaton,Michigan
30.555858501,35784,Delta,Michigan
12.679928117,13975,Gogebic,Michigan
71.472800946,33415,Emmet,Michigan
3.9388267141,12229,Koochiching,Minnesota
38.189705925,23222,Meeker,Minnesota
29.673957249,33386,Morrison,Minnesota
22.898980351,14119,Pennington,Minnesota
135.06823581,66972,Rice,Minnesota
85.300632675,36649,Steele,Minnesota
8.2649846965,6207,Wilkin,Minnesota
9.3777358222,4055,Red Lake,Minnesota
8.7199594104,15886,Aitkin,Minnesota
61.444800031,64222,Clay,Minnesota
19.162700747,13653,Faribault,Minnesota
11.628222942,8194,Murray,Minnesota
24.459645838,21067,Fillmore,Minnesota
54.176025838,43199,Kandiyohi,Minnesota
5.0448831546,10641,Lake,Minnesota
15.912147979,31364,Polk,Minnesota
19.307375141,9315,Rock,Minnesota
9.0720458901,15165,Roseau,Minnesota
25.244790028,14865,Sibley,Minnesota
5.6789691015,3259,Traverse,Minnesota
25.053207396,10897,Watonwan,Minnesota
26.175510045,34423,Becker,Minnesota
2285.5562907,1265843,Hennepin,Minnesota
9.9984632989,4991,Big Stone,Minnesota
40.922298487,25008,Brown,Minnesota
20.303369878,11800,Chippewa,Minnesota
14.731333366,29779,Cass,Minnesota
8.8283642409,8818,Clearwater,Minnesota
61.239035106,46340,Goodhue,Minnesota
23.208260523,21491,Hubbard,Minnesota
93.165624485,40596,Isanti,Minnesota
14.0062449,9846,Jackson,Minnesota
27.631827386,19683,Martin,Minnesota
56.319970769,40062,Mower,Minnesota
30.246431716,21629,Nobles,Minnesota
20.958857302,29579,Pine,Minnesota
242.17997944,158293,Olmsted,Minnesota
224.61508106,97238,Sherburne,Minnesota
25.512945268,13682,Wadena,Minnesota
100.14532941,40889,Benton,Minnesota
296.69689409,105089,Carver,Minnesota
42.815422596,30281,Freeborn,Minnesota
16.919592696,45130,Itasca,Minnesota
73.029528206,35893,McLeod,Minnesota
16.801327639,11249,Pope,Minnesota
3614.7495441,550321,Ramsey,Minnesota
17.396766025,9805,Stevens,Minnesota
12.488154938,9266,Swift,Minnesota
20.214129306,20733,Monroe,Alabama
47.668661758,32924,Lawrence,Alabama
270.83432209,164542,Lee,Alabama
40.020627603,29709,Marion,Alabama
22.613154415,19930,Pickens,Alabama
13.749325385,12427,Sumter,Alabama
592.55351575,658573,Jefferson,Alabama
13.781552293,12589,Choctaw,Alabama
49.473233808,31362,Franklin,Alabama
19.309184104,18863,Marengo,Alabama
90.398784224,57961,Russell,Alabama
47.325768735,26196,Cherokee,Alabama
35.950408623,37049,Covington,Alabama
22.619139114,13772,Crenshaw,Alabama
38.004042961,37196,Dallas,Alabama
138.81313278,92729,Lauderdale,Alabama
13.58548408,9726,Lowndes,Alabama
29.676718491,18068,Macon,Alabama
176.64798277,98915,Limestone,Alabama
277.19182547,217702,Shelby,Alabama
141.72690747,89512,St. Clair,Alabama
38.547672328,23629,Winston,Alabama
140.41440206,223234,Baldwin,Alabama
114.01021653,83768,Cullman,Alabama
131.3112898,81209,Elmore,Alabama
182.60057248,105882,Houston,Alabama
47.891104629,51626,Jackson,Alabama
108.54834994,79978,Talladega,Alabama
158.49907988,209355,Tuscaloosa,Alabama
15.113785233,16326,Washington,Alabama
21.913665329,13235,Clay,Alabama
77.088467615,52342,Coffee,Alabama
206.48553652,119679,Morgan,Alabama
49.271815027,33114,Pike,Alabama
64.123408689,44428,Chilton,Alabama
93.1952259,55241,Colbert,Alabama
16.38166426,10663,Coosa,Alabama
87.634864447,49172,Dale,Alabama
22.75047109,14651,Hale,Alabama
191.12364467,102268,Etowah,Alabama
92.025625422,71513,DeKalb,Alabama
38.755951378,36633,Escambia,Alabama
22.823980559,13805,Lamar,Alabama
39.138789293,22722,Randolph,Alabama
25.034802814,19448,Butler,Alabama
336.10418322,413210,Mobile,Alabama
12.39897807,8923,Perry,Alabama
80.30445929,63521,Walker,Alabama
26.620035223,14910,Cleburne,Alabama
80.630163761,50484,Winona,Minnesota
17.494488844,11196,Cottonwood,Minnesota
418.27773972,149013,Scott,Minnesota
47.655467449,20934,Dodge,Minnesota
41.355721651,21627,Wabasha,Minnesota
19.623444931,9126,Pipestone,Minnesota
65.161583762,65055,Crow Wing,Minnesota
7.3041716819,6375,Norman,Minnesota
209.30733641,138377,Wright,Minnesota
76.400468118,34274,Nicollet,Minnesota
59.899141062,38141,Douglas,Minnesota
10.901861513,5972,Grant,Minnesota
3.911489357,4298,Kittson,Minnesota
64.383627747,28887,Le Sueur,Minnesota
9.9073845865,5527,Mahnomen,Minnesota
136.36792119,56579,Chisago,Minnesota
17.266637234,15170,Redwood,Minnesota
12.790126272,9709,Yellow Medicine,Minnesota
26.097102749,24664,Todd,Minnesota
18.839747795,47188,Beltrami,Minnesota
90.47132325,67653,Blue Earth,Minnesota
33.692997502,18600,Houston,Minnesota
8.6572817159,6623,Lac qui Parle,Minnesota
2.8817288712,3740,Lake of the Woods,Minnesota
29.792220779,58746,Otter Tail,Minnesota
43.962272694,18612,Waseca,Minnesota
31.864876138,199070,St. Louis,Minnesota
845.85743528,356921,Anoka,Minnesota
119.95486531,161075,Stearns,Minnesota
762.64373784,429021,Dakota,Minnesota
10.50520479,5639,Lincoln,Minnesota
35.657360888,25474,Lyon,Minnesota
5.2595400973,9336,Marshall,Minnesota
45.909623326,26277,Mille Lacs,Minnesota
14.800834367,14548,Renville,Minnesota
682.70748369,262440,Washington,Minnesota
41.647316916,35871,Carlton,Minnesota
3.7609247106,5463,Cook,Minnesota
31.319489947,16337,Kanabec,Minnesota
14.193130658,12067,Conecuh,Alabama
12.535873955,8111,Greene,Alabama
27.89353269,24686,Barbour,Alabama
35.976529818,22394,Bibb,Alabama
16.218372794,10101,Bullock,Alabama
187.50731202,113605,Calhoun,Alabama
55.74284076,33254,Chambers,Alabama
19.074297415,23622,Clarke,Alabama
25.971679091,16302,Fayette,Alabama
288.39277018,226486,Montgomery,Alabama
171.02562219,96774,Marshall,Alabama
89.676246572,57826,Blount,Alabama
30.627485171,17205,Henry,Alabama
465.21086205,372909,Madison,Alabama
93.985346015,55869,Autauga,Alabama
56.337434921,40367,Tallapoosa,Alabama
45.730009764,26271,Geneva,Alabama
11.675388474,10373,Wilcox,Alabama
1.2820721486,5634,Aleutians West,Alaska
1.7345095993,836,Bristol Bay,Alaska
1.964820172,12998,Kodiak Island,Alaska
0.2136891191,7621,Northwest Arctic,Alaska
0.4525158466,18386,Bethel,Alaska
0.1106902495,9832,North Slope,Alaska
2.9592176606,8493,Sitka,Alaska
13.213430298,96849,Fairbanks North Star,Alaska
2.8620987247,13901,Ketchikan Gateway,Alaska
4.3827989138,108317,Matanuska-Susitna,Alaska
0.4355242355,10004,Nome,Alaska
0.2681702055,4916,Dillingham,Alaska
1.0791088078,2530,Haines,Alaska
0.0759515757,579,Yakutat,Alaska
11.824810464,31974,Juneau,Alaska
0.0665977157,1592,Lake and Peninsula,Alaska
0.2776884175,6893,Southeast Fairbanks,Alaska
0.0359263713,5230,Yukon-Koyukuk,Alaska
168.73682383,288000,Anchorage,Alaska
0.4777265018,3337,Aleutians East,Alaska
0.1659417972,2097,Denali,Alaska
0.268892447,9202,Valdez-Cordova,Alaska
3.6639393785,58708,Kenai Peninsula,Alaska
0.3276151563,2148,Hoonah-Angoon,Alaska
2.7262276648,1183,Skagway,Alaska
1.1784333295,6203,Prince of Wales-Hyder,Alaska
0.9788750597,2502,Wrangell,Alaska
1.1259529785,3266,Petersburg,Alaska
0.4869330114,8314,Kusilvak,Alaska
113.97478676,1047279,Pima,Arizona
487.50954904,4485414,Maricopa,Arizona
11.353098915,54018,Gila,Arizona
8.4028631682,38837,Graham,Arizona
37.612599392,46498,Santa Cruz,Arizona
20.278115144,125922,Cochise,Arizona
4.6944664886,21108,La Paz,Arizona
15.915332957,212181,Mohave,Arizona
6.4197724403,71887,Apache,Arizona
